RA,Genero,Fase,Defasagem,Pedra,IAN,IDA,IEG,IAA,IPS,IPV,INDE,IPP,AnoRef
149,Feminino,4,-1,Ágata,5.0,5.0,6.5,9.2,7.5,6.125,6.323,7.4895833334,2022
149,Feminino,4,-1,Ágata,5.0,5.0,6.5,9.2,7.5,6.125,6.323,7.5,2022
149,Feminino,4,-1,Ágata,5.0,5.0,6.5,9.2,7.5,6.125,6.323,7.34375,2022
150,Feminino,4,-2,Ágata,5.0,6.9,6.3,9.6,6.9,7.333,6.962,7.9270833334,2022
151,Feminino,4,-2,Ametista,5.0,8.3,7.5,8.8,6.9,7.958,7.563,7.59375,2022
151,Feminino,4,-2,Ametista,5.0,8.3,7.5,8.8,6.9,7.958,7.563,8.59375,2022
152,Feminino,4,-2,Ágata,5.0,6.5,7.0,8.3,7.5,6.292,6.712,7.3958333334,2022
152,Feminino,4,-2,Ágata,5.0,6.5,7.0,8.3,7.5,6.292,6.712,7.8125,2022
152,Feminino,4,-2,Ágata,5.0,6.5,7.0,8.3,7.5,6.292,6.712,7.8125,2022
153,Feminino,4,0,Ametista,10.0,6.6,8.2,7.9,5.0,7.708,7.535,7.5,2022
153,Feminino,4,0,Ametista,10.0,6.6,8.2,7.9,5.0,7.708,7.535,8.125,2022
153,Feminino,4,0,Ametista,10.0,6.6,8.2,7.9,5.0,7.708,7.535,7.5,2022
154,Masculino,4,-1,Ágata,5.0,4.0,6.1,8.3,6.3,6.833,6.073,7.15625,2022
155,Masculino,4,-2,Ametista,5.0,5.2,8.3,10.0,7.5,6.833,7.051,7.114583333400001,2022
155,Masculino,4,-2,Ametista,5.0,5.2,8.3,10.0,7.5,6.833,7.051,7.03125,2022
156,Masculino,4,-1,Ametista,5.0,4.4,8.3,10.0,9.4,7.792,7.357,7.4375,2022
157,Feminino,4,1,Topázio,10.0,7.7,10.0,7.5,6.3,8.292,8.317,8.09375,2022
157,Feminino,4,1,Topázio,10.0,7.7,10.0,7.5,6.3,8.292,8.317,8.59375,2022
157,Feminino,4,1,Topázio,10.0,7.7,10.0,7.5,6.3,8.292,8.317,8.125,2022
158,Feminino,4,-3,Ametista,2.5,6.6,9.8,7.9,5.6,8.125,7.302,7.59375,2022
158,Feminino,4,-3,Ametista,2.5,6.6,9.8,7.9,5.6,8.125,7.302,8.28125,2022
158,Feminino,4,-3,Ametista,2.5,6.6,9.8,7.9,5.6,8.125,7.302,6.875,2022
159,Feminino,4,-1,Ágata,5.0,4.7,8.1,8.3,5.6,6.458,6.49,7.40625,2022
159,Feminino,4,-1,Ágata,5.0,4.7,8.1,8.3,5.6,6.458,6.49,8.125,2022
160,Feminino,4,-1,Ágata,5.0,5.3,7.2,7.5,5.6,8.25,6.746,7.71875,2022
160,Feminino,4,-1,Ágata,5.0,5.3,7.2,7.5,5.6,8.25,6.746,8.125,2022
160,Feminino,4,-1,Ágata,5.0,5.3,7.2,7.5,5.6,8.25,6.746,7.34375,2022
161,Feminino,4,2,Ametista,10.0,6.9,9.1,7.9,5.6,8.083,7.957,7.96875,2022
161,Feminino,4,2,Ametista,10.0,6.9,9.1,7.9,5.6,8.083,7.957,8.125,2022
161,Feminino,4,2,Ametista,10.0,6.9,9.1,7.9,5.6,8.083,7.957,7.96875,2022
162,Feminino,4,0,Ametista,10.0,5.5,8.5,6.7,7.5,6.542,7.215,7.65625,2022
163,Feminino,4,-1,Ágata,5.0,6.7,7.9,8.8,5.6,6.5,6.797,7.4583333334,2022
164,Masculino,4,-2,Ágata,5.0,6.5,7.3,8.3,5.6,7.208,6.776,7.28125,2022
164,Masculino,4,-2,Ágata,5.0,6.5,7.3,8.3,5.6,7.208,6.776,6.875,2022
164,Masculino,4,-2,Ágata,5.0,6.5,7.3,8.3,5.6,7.208,6.776,6.25,2022
165,Feminino,4,0,Topázio,10.0,7.6,9.8,7.1,5.6,7.5,8.063,8.15625,2022
165,Feminino,4,0,Topázio,10.0,7.6,9.8,7.1,5.6,7.5,8.063,8.125,2022
165,Feminino,4,0,Topázio,10.0,7.6,9.8,7.1,5.6,7.5,8.063,7.96875,2022
166,Masculino,4,0,Topázio,10.0,8.1,9.0,9.2,6.3,7.542,8.253,7.9166666666,2022
166,Masculino,4,0,Topázio,10.0,8.1,9.0,9.2,6.3,7.542,8.253,8.4375,2022
166,Masculino,4,0,Topázio,10.0,8.1,9.0,9.2,6.3,7.542,8.253,7.5,2022
167,Feminino,4,-2,Ametista,5.0,7.9,9.7,9.2,5.6,7.833,7.798,7.65625,2022
167,Feminino,4,-2,Ametista,5.0,7.9,9.7,9.2,5.6,7.833,7.798,7.96875,2022
167,Feminino,4,-2,Ametista,5.0,7.9,9.7,9.2,5.6,7.833,7.798,8.375,2022
168,Feminino,4,-1,Ágata,5.0,5.9,8.3,7.9,6.3,7.083,6.917,7.46875,2022
168,Feminino,4,-1,Ágata,5.0,5.9,8.3,7.9,6.3,7.083,6.917,6.5625,2022
169,Feminino,4,-1,Quartzo,5.0,3.2,5.1,7.5,6.3,4.792,5.159,7.11875,2022
170,Feminino,4,0,Ágata,10.0,4.9,9.2,8.3,5.6,5.792,7.007,7.3125,2022
170,Feminino,4,0,Ágata,10.0,4.9,9.2,8.3,5.6,5.792,7.007,6.875,2022
170,Feminino,4,0,Ágata,10.0,4.9,9.2,8.3,5.6,5.792,7.007,7.604166667,2022
171,Masculino,4,-2,Ágata,5.0,5.5,6.8,7.5,7.5,6.875,6.581,7.125,2022
171,Masculino,4,-2,Ágata,5.0,5.5,6.8,7.5,7.5,6.875,6.581,7.1875,2022
171,Masculino,4,-2,Ágata,5.0,5.5,6.8,7.5,7.5,6.875,6.581,7.625,2022
172,Feminino,4,0,Topázio,10.0,7.3,8.9,9.2,9.4,8.917,8.673,8.5104166666,2022
172,Feminino,4,0,Topázio,10.0,7.3,8.9,9.2,9.4,8.917,8.673,7.5,2022
173,Masculino,4,-3,Ametista,2.5,7.9,9.2,8.3,6.9,9.25,7.816,7.8125,2022
173,Masculino,4,-3,Ametista,2.5,7.9,9.2,8.3,6.9,9.25,7.816,8.125,2022
174,Feminino,4,-1,Ágata,5.0,4.4,6.2,7.9,7.5,6.042,6.075,7.28125,2022
174,Feminino,4,-1,Ágata,5.0,4.4,6.2,7.9,7.5,6.042,6.075,7.5,2022
175,Feminino,4,-1,Ágata,5.0,5.9,9.2,8.3,5.6,5.833,6.75,7.1458333334,2022
175,Feminino,4,-1,Ágata,5.0,5.9,9.2,8.3,5.6,5.833,6.75,7.1875,2022
175,Feminino,4,-1,Ágata,5.0,5.9,9.2,8.3,5.6,5.833,6.75,7.5,2022
176,Feminino,3,0,Topázio,10.0,6.9,9.1,9.6,5.6,9.083,8.427,8.5,2022
176,Feminino,3,0,Topázio,10.0,6.9,9.1,9.6,5.6,9.083,8.427,8.125,2022
176,Feminino,3,0,Topázio,10.0,6.9,9.1,9.6,5.6,9.083,8.427,8.59375,2022
177,Feminino,3,0,Ametista,10.0,6.8,8.8,7.9,4.4,6.958,7.424,7.3125,2022
178,Feminino,3,0,Ágata,10.0,6.3,8.8,0.0,4.4,8.458,7.025,7.8125,2022
178,Feminino,3,0,Ágata,10.0,6.3,8.8,0.0,4.4,8.458,7.025,7.65625,2022
178,Feminino,3,0,Ágata,10.0,6.3,8.8,0.0,4.4,8.458,7.025,7.625,2022
179,Masculino,3,0,Ametista,10.0,6.1,9.2,7.5,7.5,8.042,7.993,7.3229166666,2022
179,Masculino,3,0,Ametista,10.0,6.1,9.2,7.5,7.5,8.042,7.993,8.59375,2022
179,Masculino,3,0,Ametista,10.0,6.1,9.2,7.5,7.5,8.042,7.993,8.75,2022
180,Masculino,3,0,Topázio,10.0,8.1,8.3,9.2,6.3,8.625,8.442,8.5520833334,2022
180,Masculino,3,0,Topázio,10.0,8.1,8.3,9.2,6.3,8.625,8.442,8.4375,2022
180,Masculino,3,0,Topázio,10.0,8.1,8.3,9.2,6.3,8.625,8.442,8.125,2022
181,Feminino,3,0,Topázio,10.0,6.8,9.5,9.2,8.8,8.458,8.623,8.1875,2022
181,Feminino,3,0,Topázio,10.0,6.8,9.5,9.2,8.8,8.458,8.623,7.96875,2022
181,Feminino,3,0,Topázio,10.0,6.8,9.5,9.2,8.8,8.458,8.623,7.625,2022
182,Feminino,3,-3,Ágata,2.5,4.1,8.0,7.5,7.5,6.958,6.328,7.0416666666,2022
183,Feminino,3,0,Ametista,10.0,3.8,8.8,8.3,7.5,7.25,7.3,7.78125,2022
183,Feminino,3,0,Ametista,10.0,3.8,8.8,8.3,7.5,7.25,7.3,7.96875,2022
183,Feminino,3,0,Ametista,10.0,3.8,8.8,8.3,7.5,7.25,7.3,8.25,2022
184,Masculino,3,-3,Ametista,2.5,7.2,7.7,8.8,7.5,8.0,7.28,7.6145833334,2022
184,Masculino,3,-3,Ametista,2.5,7.2,7.7,8.8,7.5,8.0,7.28,8.59375,2022
184,Masculino,3,-3,Ametista,2.5,7.2,7.7,8.8,7.5,8.0,7.28,7.96875,2022
185,Masculino,3,-2,Ágata,5.0,4.5,7.7,7.9,7.5,6.875,6.615,7.1458333334,2022
186,Feminino,3,0,Ametista,10.0,6.6,8.5,8.3,7.5,7.5,7.832,7.8125,2022
186,Feminino,3,0,Ametista,10.0,6.6,8.5,8.3,7.5,7.5,7.832,7.96875,2022
186,Feminino,3,0,Ametista,10.0,6.6,8.5,8.3,7.5,7.5,7.832,8.125,2022
187,Feminino,3,0,Ametista,10.0,5.8,8.9,8.8,7.5,7.917,7.928,7.78125,2022
187,Feminino,3,0,Ametista,10.0,5.8,8.9,8.8,7.5,7.917,7.928,7.96875,2022
187,Feminino,3,0,Ametista,10.0,5.8,8.9,8.8,7.5,7.917,7.928,8.4375,2022
188,Masculino,3,-1,Quartzo,5.0,2.7,6.1,0.0,7.5,7.583,5.307,7.40625,2022
189,Masculino,3,-1,Ametista,5.0,7.2,9.7,10.0,5.0,7.333,7.629,7.875,2022
189,Masculino,3,-1,Ametista,5.0,7.2,9.7,10.0,5.0,7.333,7.629,8.28125,2022
189,Masculino,3,-1,Ametista,5.0,7.2,9.7,10.0,5.0,7.333,7.629,6.875,2022
190,Feminino,3,0,Ametista,10.0,6.3,6.9,6.7,8.8,7.25,7.335,7.6354166666,2022
190,Feminino,3,0,Ametista,10.0,6.3,6.9,6.7,8.8,7.25,7.335,7.65625,2022
191,Masculino,3,0,Topázio,10.0,7.2,9.4,10.0,8.8,8.5,8.74,8.5208333334,2022
191,Masculino,3,0,Topázio,10.0,7.2,9.4,10.0,8.8,8.5,8.74,8.125,2022
191,Masculino,3,0,Topázio,10.0,7.2,9.4,10.0,8.8,8.5,8.74,7.5,2022
192,Masculino,3,-2,Quartzo,5.0,2.7,3.6,8.8,7.5,4.708,4.932,5.8895833334,2022
192,Masculino,3,-2,Quartzo,5.0,2.7,3.6,8.8,7.5,4.708,4.932,7.1875,2022
192,Masculino,3,-2,Quartzo,5.0,2.7,3.6,8.8,7.5,4.708,4.932,7.125,2022
193,Masculino,3,0,Topázio,10.0,6.7,8.9,9.2,5.6,8.5,8.155,8.3958333334,2022
193,Masculino,3,0,Topázio,10.0,6.7,8.9,9.2,5.6,8.5,8.155,8.125,2022
193,Masculino,3,0,Topázio,10.0,6.7,8.9,9.2,5.6,8.5,8.155,8.4375,2022
194,Feminino,3,-1,Quartzo,5.0,3.2,6.2,0.0,5.0,3.75,4.265,5.520833333400001,2022
195,Feminino,3,0,Ametista,10.0,6.3,9.2,8.8,5.0,8.25,8.017,7.5520833334,2022
195,Feminino,3,0,Ametista,10.0,6.3,9.2,8.8,5.0,8.25,8.017,8.4375,2022
195,Feminino,3,0,Ametista,10.0,6.3,9.2,8.8,5.0,8.25,8.017,7.96875,2022
196,Masculino,3,0,Topázio,10.0,5.1,9.1,9.2,7.5,8.625,8.124,8.5104166668,2022
196,Masculino,3,0,Topázio,10.0,5.1,9.1,9.2,7.5,8.625,8.124,8.28125,2022
196,Masculino,3,0,Topázio,10.0,5.1,9.1,9.2,7.5,8.625,8.124,8.75,2022
197,Feminino,3,0,Topázio,10.0,7.3,9.7,8.8,4.4,8.292,8.218,8.3125,2022
197,Feminino,3,0,Topázio,10.0,7.3,9.7,8.8,4.4,8.292,8.218,7.96875,2022
197,Feminino,3,0,Topázio,10.0,7.3,9.7,8.8,4.4,8.292,8.218,7.96875,2022
198,Masculino,3,0,Quartzo,10.0,4.6,6.2,0.0,5.0,5.958,5.554,6.4166666666,2022
199,Masculino,3,0,Ametista,10.0,7.5,7.1,8.3,7.5,6.458,7.564,7.8229166666,2022
199,Masculino,3,0,Ametista,10.0,7.5,7.1,8.3,7.5,6.458,7.564,7.96875,2022
199,Masculino,3,0,Ametista,10.0,7.5,7.1,8.3,7.5,6.458,7.564,8.125,2022
200,Masculino,3,-2,Quartzo,5.0,5.5,5.6,7.9,4.4,4.917,5.705,6.947916666599999,2022
200,Masculino,3,-2,Quartzo,5.0,5.5,5.6,7.9,4.4,4.917,5.705,7.5,2022
201,Feminino,3,-2,Ametista,5.0,6.5,7.3,7.9,7.5,7.542,7.078,7.5729166666,2022
202,Feminino,3,-1,Quartzo,5.0,5.4,5.2,0.0,4.4,6.917,5.201,7.6875,2022
202,Feminino,3,-1,Quartzo,5.0,5.4,5.2,0.0,4.4,6.917,5.201,7.96875,2022
202,Feminino,3,-1,Quartzo,5.0,5.4,5.2,0.0,4.4,6.917,5.201,7.65625,2022
203,Feminino,3,-1,Quartzo,5.0,2.8,4.3,8.8,7.5,6.875,5.669,7.2375,2022
204,Feminino,3,0,Ágata,10.0,7.4,6.7,7.9,4.4,5.708,6.943,7.15625,2022
204,Feminino,3,0,Ágata,10.0,7.4,6.7,7.9,4.4,5.708,6.943,8.28125,2022
204,Feminino,3,0,Ágata,10.0,7.4,6.7,7.9,4.4,5.708,6.943,7.125,2022
205,Masculino,3,-1,Quartzo,5.0,4.1,3.8,9.6,7.5,4.833,5.372,6.052083333400001,2022
205,Masculino,3,-1,Quartzo,5.0,4.1,3.8,9.6,7.5,4.833,5.372,7.03125,2022
206,Feminino,3,0,Ametista,10.0,5.0,8.8,8.3,7.5,5.167,7.101,6.84375,2022
207,Masculino,3,-3,Quartzo,2.5,5.8,4.8,0.0,7.5,5.708,4.936,6.96875,2022
208,Masculino,3,-1,Ágata,5.0,6.1,7.1,7.5,7.5,6.417,6.667,6.947916666599999,2022
209,Masculino,3,-1,Quartzo,5.0,6.0,4.8,0.0,5.6,3.75,4.499,6.15625,2022
210,Masculino,3,-1,Quartzo,5.0,3.4,5.1,0.0,7.5,4.417,4.44,6.0354166668,2022
211,Masculino,3,0,Topázio,10.0,7.6,8.8,9.2,7.5,8.458,8.465,8.1979166666,2022
211,Masculino,3,0,Topázio,10.0,7.6,8.8,9.2,7.5,8.458,8.465,7.65625,2022
211,Masculino,3,0,Topázio,10.0,7.6,8.8,9.2,7.5,8.458,8.465,7.25,2022
212,Masculino,3,-1,Ametista,5.0,6.2,8.4,9.6,7.5,6.958,7.268,6.9791666666,2022
213,Masculino,3,0,Ametista,10.0,3.5,8.7,9.6,7.5,6.833,7.209,7.7291666666,2022
214,Masculino,3,-2,Quartzo,5.0,4.3,6.1,0.0,7.5,5.125,4.87,6.6354166668,2022
215,Feminino,3,0,Ametista,10.0,7.8,5.8,6.7,7.5,6.542,7.172,7.4270833334,2022
215,Feminino,3,0,Ametista,10.0,7.8,5.8,6.7,7.5,6.542,7.172,7.96875,2022
215,Feminino,3,0,Ametista,10.0,7.8,5.8,6.7,7.5,6.542,7.172,8.0,2022
216,Feminino,3,0,Ametista,10.0,7.0,8.5,7.9,7.5,5.583,7.502,7.03125,2022
217,Feminino,3,-2,Ametista,5.0,7.1,8.5,7.9,7.5,7.292,7.397,7.4791666666,2022
217,Feminino,3,-2,Ametista,5.0,7.1,8.5,7.9,7.5,7.292,7.397,8.4375,2022
217,Feminino,3,-2,Ametista,5.0,7.1,8.5,7.9,7.5,7.292,7.397,7.125,2022
218,Feminino,3,-1,Ágata,5.0,4.0,7.3,6.3,7.5,6.125,6.1,7.1041666668,2022
218,Feminino,3,-1,Ágata,5.0,4.0,7.3,6.3,7.5,6.125,6.1,7.96875,2022
219,Masculino,3,-3,Quartzo,2.5,3.5,6.9,8.8,7.5,6.375,5.942,6.458333333400001,2022
220,Feminino,3,0,Ágata,10.0,6.5,8.1,0.0,7.5,7.833,7.028,7.46875,2022
220,Feminino,3,0,Ágata,10.0,6.5,8.1,0.0,7.5,7.833,7.028,7.1875,2022
220,Feminino,3,0,Ágata,10.0,6.5,8.1,0.0,7.5,7.833,7.028,7.25,2022
221,Masculino,3,-1,Ágata,5.0,5.2,8.5,9.6,7.5,6.0,6.892,6.7916666666,2022
221,Masculino,3,-1,Ágata,5.0,5.2,8.5,9.6,7.5,6.0,6.892,7.1875,2022
222,Feminino,3,-2,Quartzo,5.0,6.2,4.6,7.1,7.5,4.917,5.604,6.825,2022
223,Feminino,3,0,Quartzo,10.0,3.1,4.6,0.0,7.5,5.583,4.966,7.40625,2022
223,Feminino,3,0,Quartzo,10.0,3.1,4.6,0.0,7.5,5.583,4.966,7.5,2022
224,Masculino,3,0,Quartzo,10.0,2.6,4.3,9.6,7.5,4.875,5.671,6.7020833332,2022
225,Masculino,3,-1,Quartzo,5.0,5.0,5.3,8.3,7.5,5.708,5.918,6.7020833334,2022
226,Feminino,3,-1,Ágata,5.0,6.8,6.1,7.5,7.5,6.208,6.549,7.5000000002,2022
227,Masculino,3,0,Ágata,10.0,3.3,6.4,9.2,7.5,5.833,6.471,5.6666666666,2022
227,Masculino,3,0,Ágata,10.0,3.3,6.4,9.2,7.5,5.833,6.471,8.28125,2022
227,Masculino,3,0,Ágata,10.0,3.3,6.4,9.2,7.5,5.833,6.471,7.5,2022
228,Feminino,3,-2,Ágata,5.0,4.8,6.7,7.5,7.5,6.417,6.196,7.2708333334,2022
229,Masculino,3,0,Topázio,10.0,6.9,9.4,10.0,7.5,8.5,8.62,8.5104166668,2022
229,Masculino,3,0,Topázio,10.0,6.9,9.4,10.0,7.5,8.5,8.62,8.28125,2022
229,Masculino,3,0,Topázio,10.0,6.9,9.4,10.0,7.5,8.5,8.62,8.28125,2022
230,Masculino,3,-1,Ágata,5.0,5.7,5.1,7.9,7.5,6.75,6.328,7.3645833334,2022
231,Masculino,3,-1,Ágata,5.0,3.8,7.4,8.8,7.5,5.333,6.116,6.71875,2022
232,Masculino,3,0,Quartzo,10.0,0.0,4.9,0.0,7.5,4.542,4.245,6.5458333334,2022
233,Masculino,3,-1,Ágata,5.0,3.8,7.4,7.9,7.5,5.5,6.051,6.572916666599999,2022
234,Masculino,3,0,Ágata,10.0,4.3,7.6,10.0,5.6,5.583,6.719,5.354166666599999,2022
234,Masculino,3,0,Ágata,10.0,4.3,7.6,10.0,5.6,5.583,6.719,4.84375,2022
235,Feminino,3,-1,Ágata,5.0,6.3,7.3,8.3,7.5,6.417,6.79,7.3750000002,2022
236,Feminino,3,0,Ametista,10.0,3.7,7.5,9.6,7.5,7.208,7.11,7.625,2022
236,Feminino,3,0,Ametista,10.0,3.7,7.5,9.6,7.5,7.208,7.11,7.1875,2022
236,Feminino,3,0,Ametista,10.0,3.7,7.5,9.6,7.5,7.208,7.11,6.875,2022
237,Feminino,3,-1,Topázio,5.0,7.8,9.0,10.0,7.5,8.417,8.084,8.09375,2022
237,Feminino,3,-1,Topázio,5.0,7.8,9.0,10.0,7.5,8.417,8.084,8.125,2022
237,Feminino,3,-1,Topázio,5.0,7.8,9.0,10.0,7.5,8.417,8.084,7.916666667,2022
238,Feminino,3,-1,Ágata,5.0,5.1,6.4,8.8,5.0,7.208,6.331,7.46875,2022
239,Feminino,3,-2,Quartzo,5.0,3.7,3.7,0.0,7.5,5.958,4.572,7.21875,2022
239,Feminino,3,-2,Quartzo,5.0,3.7,3.7,0.0,7.5,5.958,4.572,8.125,2022
239,Feminino,3,-2,Quartzo,5.0,3.7,3.7,0.0,7.5,5.958,4.572,7.875,2022
240,Feminino,3,0,Ágata,10.0,4.7,8.1,7.1,5.0,7.042,6.943,7.3125,2022
240,Feminino,3,0,Ágata,10.0,4.7,8.1,7.1,5.0,7.042,6.943,6.875,2022
241,Masculino,3,-1,Topázio,5.0,7.7,10.0,10.0,7.5,9.125,8.468,8.6249999998,2022
241,Masculino,3,-1,Topázio,5.0,7.7,10.0,10.0,7.5,9.125,8.468,8.75,2022
241,Masculino,3,-1,Topázio,5.0,7.7,10.0,10.0,7.5,9.125,8.468,7.5,2022
242,Masculino,3,0,Topázio,10.0,8.2,9.7,9.6,5.6,8.708,8.673,8.427083333399999,2022
242,Masculino,3,0,Topázio,10.0,8.2,9.7,9.6,5.6,8.708,8.673,8.59375,2022
242,Masculino,3,0,Topázio,10.0,8.2,9.7,9.6,5.6,8.708,8.673,7.5,2022
243,Feminino,3,-2,Ágata,5.0,6.0,8.7,7.1,5.0,7.875,6.982,7.65625,2022
244,Feminino,3,0,Topázio,10.0,7.8,9.4,7.5,6.3,9.208,8.51,8.5,2022
244,Feminino,3,0,Topázio,10.0,7.8,9.4,7.5,6.3,9.208,8.51,8.125,2022
244,Feminino,3,0,Topázio,10.0,7.8,9.4,7.5,6.3,9.208,8.51,8.125,2022
245,Masculino,3,-1,Topázio,5.0,8.4,9.9,10.0,7.5,9.25,8.656,8.6874999998,2022
245,Masculino,3,-1,Topázio,5.0,8.4,9.9,10.0,7.5,9.25,8.656,8.75,2022
245,Masculino,3,-1,Topázio,5.0,8.4,9.9,10.0,7.5,9.25,8.656,7.5,2022
246,Masculino,3,0,Topázio,10.0,7.6,9.4,8.3,7.5,9.167,8.639,8.6770833334,2022
246,Masculino,3,0,Topázio,10.0,7.6,9.4,8.3,7.5,9.167,8.639,8.125,2022
246,Masculino,3,0,Topázio,10.0,7.6,9.4,8.3,7.5,9.167,8.639,7.5,2022
247,Feminino,3,0,Ametista,10.0,5.8,8.2,8.3,7.5,7.875,7.72,7.71875,2022
247,Feminino,3,0,Ametista,10.0,5.8,8.2,8.3,7.5,7.875,7.72,8.28125,2022
247,Feminino,3,0,Ametista,10.0,5.8,8.2,8.3,7.5,7.875,7.72,7.75,2022
248,Masculino,3,0,Ametista,10.0,5.2,7.6,9.2,7.5,7.292,7.429,7.8229166666,2022
249,Masculino,3,-1,Quartzo,5.0,2.9,7.4,6.7,5.0,4.292,5.097,6.0416666668,2022
249,Masculino,3,-1,Quartzo,5.0,2.9,7.4,6.7,5.0,4.292,5.097,5.15625,2022
249,Masculino,3,-1,Quartzo,5.0,2.9,7.4,6.7,5.0,4.292,5.097,6.75,2022
250,Feminino,3,0,Ametista,10.0,6.6,8.6,8.3,7.5,7.625,7.958,7.8125,2022
250,Feminino,3,0,Ametista,10.0,6.6,8.6,8.3,7.5,7.625,7.958,7.96875,2022
250,Feminino,3,0,Ametista,10.0,6.6,8.6,8.3,7.5,7.625,7.958,8.958333333,2022
251,Masculino,3,-2,Ágata,5.0,6.3,8.1,10.0,5.6,6.625,7.022,7.3125,2022
251,Masculino,3,-2,Ágata,5.0,6.3,8.1,10.0,5.6,6.625,7.022,7.34375,2022
251,Masculino,3,-2,Ágata,5.0,6.3,8.1,10.0,5.6,6.625,7.022,6.875,2022
252,Masculino,3,-1,Quartzo,5.0,0.9,2.8,9.2,7.5,3.875,4.277,4.9020833334,2022
253,Masculino,3,-2,Quartzo,5.0,1.8,3.6,9.2,5.0,3.75,4.312,4.88125,2022
254,Masculino,3,-1,Ágata,5.0,5.3,7.4,10.0,5.6,6.917,6.715,7.3958333334,2022
255,Masculino,3,-1,Quartzo,5.0,1.3,3.8,7.5,5.0,5.542,4.563,6.7020833334,2022
256,Feminino,3,0,Ametista,10.0,5.2,8.5,8.8,5.0,6.708,7.192,7.40625,2022
257,Feminino,3,-1,Quartzo,5.0,3.6,6.4,0.0,5.6,6.708,5.149,7.53125,2022
258,Feminino,3,0,Ágata,10.0,4.8,7.3,10.0,5.6,6.125,6.926,7.0,2022
258,Feminino,3,0,Ágata,10.0,4.8,7.3,10.0,5.6,6.125,6.926,7.34375,2022
259,Masculino,3,-3,Quartzo,2.5,0.9,2.9,8.8,7.5,4.625,4.182,5.8895833334,2022
260,Feminino,3,0,Ametista,10.0,5.0,8.2,10.0,7.5,6.458,7.44,7.46875,2022
260,Feminino,3,0,Ametista,10.0,5.0,8.2,10.0,7.5,6.458,7.44,7.34375,2022
260,Feminino,3,0,Ametista,10.0,5.0,8.2,10.0,7.5,6.458,7.44,7.875,2022
261,Feminino,3,-1,Ágata,5.0,5.8,7.2,8.8,5.6,7.042,6.763,7.5208333334,2022
262,Masculino,3,-2,Quartzo,5.0,3.4,5.8,0.0,5.6,5.625,4.786,6.208333333400001,2022
262,Masculino,3,-2,Quartzo,5.0,3.4,5.8,0.0,5.6,5.625,4.786,7.03125,2022
262,Masculino,3,-2,Quartzo,5.0,3.4,5.8,0.0,5.6,5.625,4.786,7.0,2022
263,Feminino,3,-2,Quartzo,5.0,3.7,5.6,5.8,7.5,4.417,5.319,6.5333333334,2022
264,Feminino,3,-2,Ametista,5.0,5.8,9.2,10.0,5.6,6.625,7.087,7.2916666666,2022
265,Masculino,3,0,Ametista,10.0,6.9,7.7,8.3,7.5,7.917,7.926,7.3645833332,2022
266,Feminino,3,-3,Quartzo,2.5,6.0,5.8,7.5,5.6,6.583,5.987,7.0,2022
267,Feminino,3,-2,Ágata,5.0,3.3,7.4,10.0,5.0,6.292,6.012,7.28125,2022
267,Feminino,3,-2,Ágata,5.0,3.3,7.4,10.0,5.0,6.292,6.012,4.583333333,2022
268,Feminino,3,-1,Ágata,5.0,5.7,6.7,9.2,6.3,7.208,6.695,7.6354166668,2022
269,Masculino,3,0,Topázio,10.0,8.9,8.6,9.2,6.3,7.25,8.231,7.7395833332,2022
269,Masculino,3,0,Topázio,10.0,8.9,8.6,9.2,6.3,7.25,8.231,8.59375,2022
269,Masculino,3,0,Topázio,10.0,8.9,8.6,9.2,6.3,7.25,8.231,7.5,2022
270,Feminino,3,0,Topázio,10.0,7.9,8.4,8.3,6.9,8.125,8.226,8.0416666666,2022
270,Feminino,3,0,Topázio,10.0,7.9,8.4,8.3,6.9,8.125,8.226,8.75,2022
270,Feminino,3,0,Topázio,10.0,7.9,8.4,8.3,6.9,8.125,8.226,7.5,2022
271,Feminino,3,-2,Ametista,5.0,7.1,8.5,9.2,5.6,6.958,7.255,7.3541666666,2022
271,Feminino,3,-2,Ametista,5.0,7.1,8.5,9.2,5.6,6.958,7.255,8.125,2022
271,Feminino,3,-2,Ametista,5.0,7.1,8.5,9.2,5.6,6.958,7.255,7.5,2022
272,Masculino,3,-1,Ágata,5.0,5.1,5.7,9.2,7.5,6.417,6.361,7.21875,2022
273,Feminino,3,-1,Quartzo,5.0,3.0,5.3,9.2,7.5,5.833,5.679,7.025,2022
273,Feminino,3,-1,Quartzo,5.0,3.0,5.3,9.2,7.5,5.833,5.679,7.8125,2022
273,Feminino,3,-1,Quartzo,5.0,3.0,5.3,9.2,7.5,5.833,5.679,8.125,2022
274,Feminino,3,1,Ametista,10.0,8.1,8.3,7.9,7.5,7.0,7.946,7.6354166666,2022
274,Feminino,3,1,Ametista,10.0,8.1,8.3,7.9,7.5,7.0,7.946,7.65625,2022
274,Feminino,3,1,Ametista,10.0,8.1,8.3,7.9,7.5,7.0,7.946,8.125,2022
275,Masculino,3,-2,Ágata,5.0,4.6,6.9,9.6,7.5,6.667,6.665,7.0625,2022
276,Feminino,3,-1,Quartzo,5.0,4.3,5.7,7.1,5.6,5.125,5.527,6.75625,2022
276,Feminino,3,-1,Quartzo,5.0,4.3,5.7,7.1,5.6,5.125,5.527,7.03125,2022
277,Masculino,3,-1,Ametista,5.0,7.4,8.8,7.1,7.5,7.208,7.411,7.1354166666,2022
